company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added,industry_group,stage_group,year,quarter,month,month_name,year_month,day_of_week,macro_regime,region,laid_off_log,funding_log,severity_magnitude,severity_intensity,prev_event_date,days_since_prior_layoff,event_sequence_number,company_total_events,is_repeated_restructurer,wrri_intensity_comp,wrri_magnitude_comp,wrri_recurrence_comp,wrri_velocity_comp,wrri_score,wrri_category
CommerceHub,Albany,371.0,2023-02-14,0.31,Retail,https://www.bizjournals.com/albany/news/2023/02/14/commercehub-channeladvisor-tech-layoffs.html,Acquired,,United States,2023-02-15,Consumer & Retail,Acquired / Subsidiary,2023,1,2,February,2023-02,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,5.918893854273146,,High (201 - 500),Severe (20% - 40%),,,1,1,False,15.5,16.1,5.0,5.0,41.6,Moderate Risk Exposure
Commercetools,"Munich, Non-U.S.",,2025-02-26,0.1,Retail,https://techcrunch.com/2025/02/26/commercetools-a-pioneer-in-headless-commerce-lays-off-dozens-of-staff/,Series C,119.0,Germany,2025-02-28,Consumer & Retail,Late Stage (Series C-D),2025,1,2,February,2025-02,Wednesday,Phase 4: AI Pivot & Structural Realignment,Europe,,4.787491742782046,Unreported,Substantial (10% - 20%),,,1,1,False,5.0,12.2,5.0,5.0,27.2,Lower Risk Exposure
CommonBond,New York City,22.0,2022-05-13,,Finance,https://www.linkedin.com/feed/update/urn:li:activity:6930967047673708544/,Series D,130.0,United States,2022-05-25,Fintech & Financial Services,Late Stage (Series C-D),2022,2,5,May,2022-05,Friday,Phase 2: Tech Overhiring & Peak Valuation,North America,3.1354942159291497,4.875197323201151,Low (<= 40),Unreported,,,1,2,True,8.5,8.5,15.0,5.0,37.0,Moderate Risk Exposure
CommonBond,New York City,,2022-09-09,1.0,Finance,https://www.linkedin.com/posts/daveklein_after-a-10-year-incredible-journey-it-is-activity-6974095155473657857-mf5b/,Series D,125.0,United States,2022-09-11,Fintech & Financial Services,Late Stage (Series C-D),2022,3,9,September,2022-09,Friday,Phase 3: Rate Hikes & Tech Contraction,North America,,4.836281906951478,Unreported,Existential / Drastic (> 40%),2022-05-13,119.0,2,2,True,25.0,12.2,15.0,20.0,72.2,Elevated Risk Exposure
Community,Los Angeles,40.0,2022-06-21,0.3,Marketing,https://www.businessinsider.com/creator-celeb-text-messaging-platform-community-has-layoffs-2022-6,Unknown,40.0,United States,2022-06-22,Marketing & Media,Unspecified / Private,2022,2,6,June,2022-06,Tuesday,Phase 2: Tech Overhiring & Peak Valuation,North America,3.713572066704308,3.713572066704308,Low (<= 40),Severe (20% - 40%),,,1,1,False,15.0,10.1,5.0,5.0,35.1,Moderate Risk Exposure
Community Gaming,New York City,17.0,2023-04-14,0.17,Crypto,https://decrypt.co/136786/web3-startup-community-gaming-confirms-layoffs-amid-esports-downturn,Series A,18.0,United States,2023-04-17,Fintech & Financial Services,Early Venture (Series A),2023,2,4,April,2023-04,Friday,Phase 3: Rate Hikes & Tech Contraction,North America,2.8903717578961645,2.9444389791664403,Low (<= 40),Substantial (10% - 20%),,,1,1,False,8.5,7.8,5.0,5.0,26.3,Lower Risk Exposure
Commure,SF Bay Area,,2023-11-09,,Healthcare,https://www.businessinsider.com/commure-layoffs-healthcare-ai-merger-athelas-2023-12,Unknown,1900.0,United States,2023-12-20,Healthcare & BioTech,Unspecified / Private,2023,4,11,November,2023-11,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,,7.550135342488429,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
CompanyCam,Lincoln,,2026-06-26,,Recruiting,https://journalstar.com/news/local/business/article_8361d6df-899e-4843-a5ed-634232e5c917.html,Series C,38.0,United States,2026-06-27,Professional Services,Late Stage (Series C-D),2026,2,6,June,2026-06,Friday,Phase 4: AI Pivot & Structural Realignment,North America,,3.6635616461296463,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Comparis,"Zurich, Non-U.S.",,2023-03-02,0.1,Finance,https://www.nzz.ch/finanzen/massenentlassung-bei-comparis-das-vergleichsportal-sieht-sich-als-opfer-der-finanzmarktaufsicht-ld.1728686?reduced=true,Unknown,,Switzerland,2023-03-08,Fintech & Financial Services,Unspecified / Private,2023,1,3,March,2023-03,Thursday,Phase 3: Rate Hikes & Tech Contraction,Europe,,,Unreported,Substantial (10% - 20%),,,1,1,False,5.0,12.2,5.0,5.0,27.2,Lower Risk Exposure
Compass,New York City,375.0,2020-03-23,0.15,Real Estate,https://layoffs.fyi/2020/04/14/compass-laid-off-375-employees-showings-have-dropped-by-60/,Series G,1600.0,United States,2020-03-28,Real Estate & PropTech,Growth Stage (Series E+),2020,1,3,March,2020-03,Monday,Phase 1: COVID Shock & Virtualization,North America,5.929589143389895,7.3783837129967145,High (201 - 500),Substantial (10% - 20%),,,1,4,True,7.5,16.1,25.0,5.0,53.6,Moderate Risk Exposure
Compass,New York City,450.0,2022-06-14,0.1,Real Estate,https://www.bloomberg.com/news/articles/2022-06-14/compass-to-cut-about-10-of-workforce-amid-us-housing-slowdown#xj4y7vzkg,Post-IPO,1600.0,United States,2022-06-14,Real Estate & PropTech,Public (Post-IPO),2022,2,6,June,2022-06,Tuesday,Phase 2: Tech Overhiring & Peak Valuation,North America,6.111467339502679,7.3783837129967145,High (201 - 500),Substantial (10% - 20%),2020-03-23,813.0,2,4,True,5.0,16.6,25.0,7.0,53.6,Moderate Risk Exposure
Compass,New York City,271.0,2022-09-20,,Real Estate,https://www.geekwire.com/2022/real-estate-giant-compass-lays-off-84-workers-in-washington-state-as-it-targets-tech-team-for-cuts/,Post-IPO,1600.0,United States,2022-09-21,Real Estate & PropTech,Public (Post-IPO),2022,3,9,September,2022-09,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,5.605802066295998,7.3783837129967145,High (201 - 500),Unreported,2022-06-14,98.0,3,4,True,8.5,15.2,25.0,20.0,68.7,Elevated Risk Exposure
Compass,New York City,,2023-01-05,,Real Estate,https://www.bloomberg.com/news/articles/2023-01-05/compass-is-eliminating-more-jobs-as-us-housing-market-slows?sref=NpFHg3Ue,Post-IPO,1600.0,United States,2023-01-05,Real Estate & PropTech,Public (Post-IPO),2023,1,1,January,2023-01,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,,7.3783837129967145,Unreported,Unreported,2022-09-20,107.0,4,4,True,8.5,12.2,25.0,20.0,65.7,Elevated Risk Exposure
Compete,Tel Aviv,11.0,2022-09-12,0.28,HR,https://www.calcalistech.com/ctechnews/article/rkzqei2gi,Series A,17.0,Israel,2022-09-13,Other / Diversified,Early Venture (Series A),2022,3,9,September,2022-09,Monday,Phase 3: Rate Hikes & Tech Contraction,Middle East,2.4849066497880004,2.8903717578961645,Low (<= 40),Severe (20% - 40%),,,1,1,False,14.0,6.7,5.0,5.0,30.7,Lower Risk Exposure
ComplYant,Los Angeles,,2024-04-29,1.0,Finance,https://www.businessinsider.com/tax-compliance-startup-raised-millions-then-it-abruptly-shut-down-2024-4,Seed,6.0,United States,2024-04-30,Fintech & Financial Services,Early Stage (Seed),2024,2,4,April,2024-04,Monday,Phase 4: AI Pivot & Structural Realignment,North America,,1.9459101490553132,Unreported,Existential / Drastic (> 40%),,,1,1,False,25.0,12.2,5.0,5.0,47.2,Moderate Risk Exposure
Confluent,SF Bay Area,221.0,2023-01-26,0.08,Data,https://investors.confluent.io/node/8216/html,Post-IPO,455.0,United States,2023-01-26,Enterprise & Infrastructure,Public (Post-IPO),2023,1,1,January,2023-01,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,5.402677381872279,6.1224928095143865,High (201 - 500),Targeted (< 10%),,,1,1,False,4.0,14.7,5.0,5.0,28.7,Lower Risk Exposure
Conga,Denver,,2020-06-15,0.11,Data,https://layoffs.fyi/2020/06/23/conga-lays-off-11-following-merger-with-apptus/,Acquired,117.0,United States,2020-06-23,Enterprise & Infrastructure,Acquired / Subsidiary,2020,2,6,June,2020-06,Monday,Phase 1: COVID Shock & Virtualization,North America,,4.770684624465665,Unreported,Substantial (10% - 20%),,,1,1,False,5.5,12.2,5.0,5.0,27.7,Lower Risk Exposure
ConnectRN,Boston,,2023-07-06,,Healthcare,https://www.bizjournals.com/boston/inno/stories/news/2023/07/06/connectrn-layoffs-tech-nursing.html,Unknown,160.0,United States,2023-07-06,Healthcare & BioTech,Unspecified / Private,2023,3,7,July,2023-07,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.081404364984463,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
ConnectWise,Tampa Bay,,2024-04-17,,Other,https://www.crn.com/news/channel-news/2024/connectwise-lays-off-less-than-100-staffers-to-improve-operations?itc=refresh,Acquired,1.0,United States,2024-04-18,Other / Diversified,Acquired / Subsidiary,2024,2,4,April,2024-04,Wednesday,Phase 4: AI Pivot & Structural Realignment,North America,,0.6931471805599453,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Connected,"Toronto, Non-U.S.",17.0,2020-04-08,0.1,Product,https://layoffs.fyi/2020/04/13/connected-laid-off-17-employees/,Unknown,,Canada,2020-04-11,Other / Diversified,Unspecified / Private,2020,2,4,April,2020-04,Wednesday,Phase 1: COVID Shock & Virtualization,North America,2.8903717578961645,,Low (<= 40),Substantial (10% - 20%),,,1,1,False,5.0,7.8,5.0,5.0,22.8,Lower Risk Exposure
ConnectedH,"Gurugram, Non-U.S.",,2023-08-02,1.0,Healthcare,https://inc42.com/buzz/kalaari-backed-connectedh-shuts-shop-to-return-capital-to-investors/,Seed,2.0,India,2023-08-03,Healthcare & BioTech,Early Stage (Seed),2023,3,8,August,2023-08,Wednesday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,,1.0986122886681098,Unreported,Existential / Drastic (> 40%),,,1,1,False,25.0,12.2,5.0,5.0,47.2,Moderate Risk Exposure
ConsenSys,New York City,91.0,2020-04-20,0.14,Crypto,https://www.coindesk.com/new-layoffs-hit-ethereum-incubator-consensys,Unknown,10.0,United States,2020-04-21,Fintech & Financial Services,Unspecified / Private,2020,2,4,April,2020-04,Monday,Phase 1: COVID Shock & Virtualization,North America,4.5217885770490405,2.3978952727983707,Moderate (41 - 200),Substantial (10% - 20%),,,1,4,True,7.0,12.3,25.0,5.0,49.3,Moderate Risk Exposure
ConsenSys,New York City,100.0,2023-01-10,0.11,Crypto,https://www.coindesk.com/business/2023/01/10/ethereum-software-firm-consensys-to-cut-upwards-of-100-staff-as-crypto-bear-market-takes-another-casualty/,Series D,726.0,United States,2023-01-10,Fintech & Financial Services,Late Stage (Series C-D),2023,1,1,January,2023-01,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,4.61512051684126,6.588926477533519,Moderate (41 - 200),Substantial (10% - 20%),2020-04-20,995.0,2,4,True,5.5,12.5,25.0,7.0,50.0,Moderate Risk Exposure
ConsenSys,New York City,163.0,2024-10-29,0.2,Crypto,https://decrypt.co/288832/ethereum-giant-consensys-layoffs-eth-slump,Series D,726.0,United States,2024-10-30,Fintech & Financial Services,Late Stage (Series C-D),2024,4,10,October,2024-10,Tuesday,Phase 4: AI Pivot & Structural Realignment,North America,5.099866427824199,6.588926477533519,Moderate (41 - 200),Substantial (10% - 20%),2023-01-10,658.0,3,4,True,10.0,13.8,25.0,7.0,55.8,Elevated Risk Exposure
ConsenSys,New York City,47.0,2025-07-22,0.07,Crypto,https://www.bloomberg.com/news/articles/2025-07-22/crypto-software-firm-consensys-eliminates-about-7-of-workforce,Series D,726.0,United States,2025-07-22,Fintech & Financial Services,Late Stage (Series C-D),2025,3,7,July,2025-07,Tuesday,Phase 4: AI Pivot & Structural Realignment,North America,3.871201010907891,6.588926477533519,Moderate (41 - 200),Targeted (< 10%),2024-10-29,266.0,4,4,True,3.5,10.5,25.0,12.0,51.0,Moderate Risk Exposure
Consider.co,SF Bay Area,13.0,2020-03-26,1.0,Other,https://www.consider.co/,Seed,5.0,United States,2020-03-28,Other / Diversified,Early Stage (Seed),2020,1,3,March,2020-03,Thursday,Phase 1: COVID Shock & Virtualization,North America,2.6390573296152584,1.791759469228055,Low (<= 40),Existential / Drastic (> 40%),,,1,1,False,25.0,7.2,5.0,5.0,42.2,Moderate Risk Exposure
ContaAzul,"Joinville, Non-U.S.",140.0,2020-04-17,0.35,Education,https://www.contxto.com/en/brazil/startups-brazil-confirm-layoffs-covid-cause/,Series D,37.0,Brazil,2020-04-27,EdTech & Learning,Late Stage (Series C-D),2020,2,4,April,2020-04,Friday,Phase 1: COVID Shock & Virtualization,Latin America,4.948759890378168,3.6375861597263857,Moderate (41 - 200),Severe (20% - 40%),,,1,1,False,17.5,13.4,5.0,5.0,40.9,Moderate Risk Exposure
Contentful,"Berlin, Non-U.S.",,2023-12-05,,Marketing,https://www.businessinsider.de/gruenderszene/technologie/software-unicorn-contentful-entlaesst-50-mitarbeitende/,Series F,350.0,Germany,2023-12-07,Marketing & Media,Growth Stage (Series E+),2023,4,12,December,2023-12,Tuesday,Phase 3: Rate Hikes & Tech Contraction,Europe,,5.860786223465865,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
ContraFect,New York City,16.0,2022-08-15,0.37,Healthcare,https://www.benzinga.com/general/biotech/22/08/28497436/contrafect-cuts-workforce-after-trial-setback,Post-IPO,380.0,United States,2022-08-16,Healthcare & BioTech,Public (Post-IPO),2022,3,8,August,2022-08,Monday,Phase 3: Rate Hikes & Tech Contraction,North America,2.833213344056216,5.942799375126701,Low (<= 40),Severe (20% - 40%),,,1,1,False,18.5,7.7,5.0,5.0,36.2,Moderate Risk Exposure
Convene,New York City,150.0,2020-03-23,0.18,Real Estate,https://layoffs.fyi/2020/04/08/convene-laid-off-150-employees/,Series D,280.0,United States,2020-03-28,Real Estate & PropTech,Late Stage (Series C-D),2020,1,3,March,2020-03,Monday,Phase 1: COVID Shock & Virtualization,North America,5.017279836814924,5.638354669333745,Moderate (41 - 200),Substantial (10% - 20%),,,1,2,True,9.0,13.6,15.0,5.0,42.6,Moderate Risk Exposure
Convene,New York City,,2022-12-10,,Real Estate,https://www.linkedin.com/posts/ryan-simonetti-5873887_like-many-companies-weve-had-to-reassess-activity-7007097001259507712-ZpTF/,Unknown,281.0,United States,2022-12-13,Real Estate & PropTech,Unspecified / Private,2022,4,12,December,2022-12,Saturday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.641907070938114,Unreported,Unreported,2020-03-23,992.0,2,2,True,8.5,12.2,15.0,7.0,42.7,Moderate Risk Exposure
Convictional,"Waterloo, Non-U.S.",,2026-08-12,1.0,Other,https://betakit.com/convictional-to-shut-down-return-investor-money-after-ai-era-pivot-falls-short/,Series B,49.0,Canada,2026-08-13,Other / Diversified,Expansion Stage (Series B),2026,3,8,August,2026-08,Wednesday,Phase 4: AI Pivot & Structural Realignment,North America,,3.912023005428146,Unreported,Existential / Drastic (> 40%),,,1,1,False,25.0,12.2,5.0,5.0,47.2,Moderate Risk Exposure
Convoy,Seattle,,2020-04-23,0.01,Logistics,https://www.geekwire.com/2020/convoy-leans-technology-seattle-digital-freight-startup-navigates-volatile-trucking-industry/,Series D,665.0,United States,2020-04-30,Travel & Transportation,Late Stage (Series C-D),2020,2,4,April,2020-04,Thursday,Phase 1: COVID Shock & Virtualization,North America,,6.501289670540389,Unreported,Targeted (< 10%),,,1,6,True,0.5,12.2,25.0,5.0,42.7,Moderate Risk Exposure
Convoy,Seattle,90.0,2022-06-09,0.07,Logistics,https://www.geekwire.com/2022/convoy-which-just-raised-260m-lays-off-7-of-workforce-in-latest-tech-startup-cuts/,Series E,1100.0,United States,2022-06-10,Travel & Transportation,Growth Stage (Series E+),2022,2,6,June,2022-06,Thursday,Phase 2: Tech Overhiring & Peak Valuation,North America,4.51085950651685,7.00397413672268,Moderate (41 - 200),Targeted (< 10%),2020-04-23,777.0,2,6,True,3.5,12.2,25.0,7.0,47.7,Moderate Risk Exposure
Convoy,Seattle,,2022-10-25,,Logistics,https://www.geekwire.com/2022/convoy-lays-off-more-employees-as-part-of-reorganization-at-seattle-trucking-startup/,Series E,1100.0,United States,2022-10-25,Travel & Transportation,Growth Stage (Series E+),2022,4,10,October,2022-10,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,,7.00397413672268,Unreported,Unreported,2022-06-09,138.0,3,6,True,8.5,12.2,25.0,20.0,65.7,Elevated Risk Exposure
Convoy,Atlanta,,2023-02-16,,Logistics,https://techcrunch.com/2023/02/16/trucking-app-convoy-layoffs-restructuring/,Series E,1100.0,United States,2023-02-16,Travel & Transportation,Growth Stage (Series E+),2023,1,2,February,2023-02,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,,7.00397413672268,Unreported,Unreported,2022-10-25,114.0,4,6,True,8.5,12.2,25.0,20.0,65.7,Elevated Risk Exposure
Convoy,Seattle,30.0,2023-06-26,0.05,Logistics,https://www.geekwire.com/2023/trucking-marketplace-convoy-makes-more-layoffs-citing-customer-service-efficiency-gains/,Series E,1100.0,United States,2023-06-27,Travel & Transportation,Growth Stage (Series E+),2023,2,6,June,2023-06,Monday,Phase 3: Rate Hikes & Tech Contraction,North America,3.4339872044851463,7.00397413672268,Low (<= 40),Targeted (< 10%),2023-02-16,130.0,5,6,True,2.5,9.3,25.0,20.0,56.8,Elevated Risk Exposure
Convoy,Seattle,500.0,2023-10-19,1.0,Logistics,https://www.geekwire.com/2023/convoy-collapse-read-ceos-memo-detailing-sudden-shutdown-of-seattle-trucking-startup/,Series E,1100.0,United States,2023-10-19,Travel & Transportation,Growth Stage (Series E+),2023,4,10,October,2023-10,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,6.2166061010848646,7.00397413672268,High (201 - 500),Existential / Drastic (> 40%),2023-06-26,115.0,6,6,True,25.0,16.9,25.0,20.0,86.9,Critical / Chronic Risk Exposure
Cookpad,"Tokyo, Non-U.S.",80.0,2023-03-10,,Consumer,https://www.nikkei.com/article/DGXZQOUC109F70Q3A310C2000000/,Unknown,,Japan,2023-03-15,Consumer & Retail,Unspecified / Private,2023,1,3,March,2023-03,Friday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,4.394449154672439,,Moderate (41 - 200),Unreported,,,1,1,False,8.5,11.9,5.0,5.0,30.4,Lower Risk Exposure
Copia,"Nairobi, Non-U.S.",350.0,2023-07-26,0.25,Retail,https://techcabal.com/2023/07/26/copia-lays-off-350-employees/,Series C,103.0,Kenya,2023-07-26,Consumer & Retail,Late Stage (Series C-D),2023,3,7,July,2023-07,Wednesday,Phase 3: Rate Hikes & Tech Contraction,Africa,5.860786223465865,4.6443908991413725,High (201 - 500),Severe (20% - 40%),,,1,2,True,12.5,15.9,15.0,5.0,48.4,Moderate Risk Exposure
Copia,"Nairobi, Non-U.S.",1060.0,2024-06-06,,Retail,https://techcabal.com/2024/06/06/copia-layoffs-kenya/,Series C,103.0,Kenya,2024-06-10,Consumer & Retail,Late Stage (Series C-D),2024,2,6,June,2024-06,Thursday,Phase 4: AI Pivot & Structural Realignment,Africa,6.966967138613983,4.6443908991413725,Mega-Event (> 500),Unreported,2023-07-26,316.0,2,2,True,8.5,18.9,15.0,12.0,54.4,Moderate Risk Exposure
Copper,SF Bay Area,35.0,2020-04-02,,Marketing,LinkedIn,Series C,102.0,United States,2020-04-07,Marketing & Media,Late Stage (Series C-D),2020,2,4,April,2020-04,Thursday,Phase 1: COVID Shock & Virtualization,North America,3.58351893845611,4.634728988229636,Low (<= 40),Unreported,,,1,2,True,8.5,9.7,15.0,5.0,38.2,Moderate Risk Exposure
Copper,"London, Non-U.S.",,2023-03-22,0.15,Crypto,https://www.coindesk.com/business/2023/03/22/copper-to-make-up-to-15-of-staff-redundant-focus-on-custody-settlement/,Series C,281.0,United Kingdom,2023-07-05,Fintech & Financial Services,Late Stage (Series C-D),2023,1,3,March,2023-03,Wednesday,Phase 3: Rate Hikes & Tech Contraction,Europe,,5.641907070938114,Unreported,Substantial (10% - 20%),2020-04-02,1084.0,2,2,True,7.5,12.2,15.0,7.0,41.7,Moderate Risk Exposure
Core Scientific,Austin,,2022-08-12,0.1,Crypto,https://blockworks.co/crypto-miner-core-scientific-downsizing-after-840m-impairment-charge/,Post-IPO,169.0,United States,2022-08-12,Fintech & Financial Services,Public (Post-IPO),2022,3,8,August,2022-08,Friday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.135798437050262,Unreported,Substantial (10% - 20%),,,1,1,False,5.0,12.2,5.0,5.0,27.2,Lower Risk Exposure
Cornershop,"Santiago, Non-U.S.",250.0,2023-05-11,0.11,Food,https://www.bloomberg.com/news/articles/2023-05-11/uber-owned-online-grocer-cornershop-eliminates-11-of-staff#xj4y7vzkg?leadSource=uverify%20wall,Acquired,31.0,Chile,2023-05-12,Consumer & Retail,Acquired / Subsidiary,2023,2,5,May,2023-05,Thursday,Phase 3: Rate Hikes & Tech Contraction,Latin America,5.5254529391317835,3.4657359027997265,High (201 - 500),Substantial (10% - 20%),,,1,2,True,5.5,15.0,15.0,5.0,40.5,Moderate Risk Exposure
Cornershop,"Santiago, Non-U.S.",200.0,2024-04-10,,Food,https://dfmas.df.cl/df-mas/coffee-break/uber-chile-despide-a-200-personas,Acquired,32.0,Chile,2024-04-12,Consumer & Retail,Acquired / Subsidiary,2024,2,4,April,2024-04,Wednesday,Phase 4: AI Pivot & Structural Realignment,Latin America,5.303304908059076,3.4965075614664802,Moderate (41 - 200),Unreported,2023-05-11,335.0,2,2,True,8.5,14.4,15.0,12.0,49.9,Moderate Risk Exposure
CorroHealth,"Kochi, Non-U.S.",800.0,2026-07-03,,Healthcare,https://www.onmanorama.com/news/kerala/2026/07/03/kerala-job-cuts-protest.html,Private Equity,376.0,India,2026-07-06,Healthcare & BioTech,Private Equity Owned,2026,3,7,July,2026-07,Friday,Phase 4: AI Pivot & Structural Realignment,Asia-Pacific,6.68586094706836,5.932245187448011,Mega-Event (> 500),Unreported,,,1,1,False,8.5,18.1,5.0,5.0,36.6,Moderate Risk Exposure
Corvus Insurance,Boston,,2023-01-24,0.14,Finance,https://www.bizjournals.com/boston/inno/stories/news/2023/01/25/corvus-layoffs-us-europe.html,Series C,160.0,United States,2023-01-25,Fintech & Financial Services,Late Stage (Series C-D),2023,1,1,January,2023-01,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.081404364984463,Unreported,Substantial (10% - 20%),,,1,1,False,7.0,12.2,5.0,5.0,29.2,Lower Risk Exposure
Cosuno,"Berlin, Non-U.S.",,2022-07-14,,Construction,Company exec,Series B,45.0,Germany,2022-07-16,Other / Diversified,Expansion Stage (Series B),2022,3,7,July,2022-07,Thursday,Phase 3: Rate Hikes & Tech Contraction,Europe,,3.828641396489095,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Coterie Insurance,Cincinnati,30.0,2022-05-25,0.2,Finance,https://www.bizjournals.com/cincinnati/inno/stories/news/2022/05/27/cincinnati-tech-startup-coterie-cuts-downs.html,Series B,70.0,United States,2022-05-27,Fintech & Financial Services,Expansion Stage (Series B),2022,2,5,May,2022-05,Wednesday,Phase 2: Tech Overhiring & Peak Valuation,North America,3.4339872044851463,4.2626798770413155,Low (<= 40),Substantial (10% - 20%),,,1,1,False,10.0,9.3,5.0,5.0,29.3,Lower Risk Exposure
Coupa,SF Bay Area,,2023-05-30,,Finance,https://www.pymnts.com/spend-management/2023/coupa-software-cutting-jobs-as-part-of-company-reset-strategy/,Acquired,219.0,United States,2023-06-01,Fintech & Financial Services,Acquired / Subsidiary,2023,2,5,May,2023-05,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.393627546352362,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Course Hero,SF Bay Area,42.0,2023-03-16,0.15,Education,https://techcrunch.com/2023/03/16/course-hero-edtech-unicorn-last-valued-at-3-6-billion-conducts-layoffs/,Series C,477.0,United States,2023-03-16,EdTech & Learning,Late Stage (Series C-D),2023,1,3,March,2023-03,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,3.7612001156935624,6.169610732491456,Moderate (41 - 200),Substantial (10% - 20%),,,1,2,True,7.5,10.2,15.0,5.0,37.7,Moderate Risk Exposure
Course Hero,SF Bay Area,,2023-12-05,0.25,Education,https://www.linkedin.com/posts/coursehero_course-hero-alumni-talent-activity-7137848787347132416-q9KI/,Series C,477.0,United States,2023-12-08,EdTech & Learning,Late Stage (Series C-D),2023,4,12,December,2023-12,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,,6.169610732491456,Unreported,Severe (20% - 40%),2023-03-16,264.0,2,2,True,12.5,12.2,15.0,12.0,51.7,Moderate Risk Exposure
Coursera,SF Bay Area,,2022-11-09,,Education,https://blog.coursera.org/changes-to-the-coursera-team/,Post-IPO,458.0,United States,2022-11-10,EdTech & Learning,Public (Post-IPO),2022,4,11,November,2022-11,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,,6.129050210060545,Unreported,Unreported,,,1,3,True,8.5,12.2,25.0,5.0,50.7,Moderate Risk Exposure
Coursera,SF Bay Area,150.0,2024-10-25,0.1,Education,https://www.classcentral.com/report/cousera-layoffs-2024/,Post-IPO,458.0,United States,2024-10-31,EdTech & Learning,Public (Post-IPO),2024,4,10,October,2024-10,Friday,Phase 4: AI Pivot & Structural Realignment,North America,5.017279836814924,6.129050210060545,Moderate (41 - 200),Substantial (10% - 20%),2022-11-09,716.0,2,3,True,5.0,13.6,25.0,7.0,50.6,Moderate Risk Exposure
Coursera,SF Bay Area,,2026-07-06,,Education,https://www.reuters.com/sustainability/coursera-cut-jobs-post-udemy-merger-restructuring-2026-07-06/,Acquired,458.0,United States,2026-07-08,EdTech & Learning,Acquired / Subsidiary,2026,3,7,July,2026-07,Monday,Phase 4: AI Pivot & Structural Realignment,North America,,6.129050210060545,Unreported,Unreported,2024-10-25,619.0,3,3,True,8.5,12.2,25.0,7.0,52.7,Moderate Risk Exposure
Cova,"Lagos, Non-U.S.",,2024-01-25,1.0,Finance,https://techpoint.africa/2024/01/25/techpoint-digest-756/,Unknown,,Nigeria,2024-01-26,Fintech & Financial Services,Unspecified / Private,2024,1,1,January,2024-01,Thursday,Phase 4: AI Pivot & Structural Realignment,Africa,,,Unreported,Existential / Drastic (> 40%),,,1,1,False,25.0,12.2,5.0,5.0,47.2,Moderate Risk Exposure
CoverMyMeds,Columbus,800.0,2023-03-29,,Healthcare,https://www.dispatch.com/story/business/information-technology/2023/03/29/covermymeds-latest-columbus-tech-firm-to-lay-off-hundreds/70059386007/,Acquired,5.0,United States,2023-03-29,Healthcare & BioTech,Acquired / Subsidiary,2023,1,3,March,2023-03,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,6.68586094706836,1.791759469228055,Mega-Event (> 500),Unreported,,,1,1,False,8.5,18.1,5.0,5.0,36.6,Moderate Risk Exposure
Covrzy,"Bengaluru, Non-U.S.",,2026-03-31,1.0,Finance,https://inc42.com/buzz/antler-backed-covrzy-shuts-down-due-to-cash-crunch/,Seed,,India,2026-04-04,Fintech & Financial Services,Early Stage (Seed),2026,1,3,March,2026-03,Tuesday,Phase 4: AI Pivot & Structural Realignment,Asia-Pacific,,,Unreported,Existential / Drastic (> 40%),,,1,1,False,25.0,12.2,5.0,5.0,47.2,Moderate Risk Exposure
