company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added,industry_group,stage_group,year,quarter,month,month_name,year_month,day_of_week,macro_regime,region,laid_off_log,funding_log,severity_magnitude,severity_intensity,prev_event_date,days_since_prior_layoff,event_sequence_number,company_total_events,is_repeated_restructurer,wrri_intensity_comp,wrri_magnitude_comp,wrri_recurrence_comp,wrri_velocity_comp,wrri_score,wrri_category
Cowbell,SF Bay Area,28.0,2023-09-29,0.12,Finance,https://cowbell.insure/blog/letter-from-the-ceo/,Series B,123.0,United States,2023-10-02,Fintech & Financial Services,Expansion Stage (Series B),2023,3,9,September,2023-09,Friday,Phase 3: Rate Hikes & Tech Contraction,North America,3.367295829986474,4.820281565605037,Low (<= 40),Substantial (10% - 20%),,,1,1,False,6.0,9.1,5.0,5.0,25.1,Lower Risk Exposure
Crayon,Boston,20.0,2020-04-01,0.2,Marketing,LinkedIn,Series A,16.0,United States,2020-04-07,Marketing & Media,Early Venture (Series A),2020,2,4,April,2020-04,Wednesday,Phase 1: COVID Shock & Virtualization,North America,3.044522437723423,2.833213344056216,Low (<= 40),Substantial (10% - 20%),,,1,1,False,10.0,8.3,5.0,5.0,28.3,Lower Risk Exposure
CreateMe,SF Bay Area,,2023-01-06,,Manufacturing,https://www.bizjournals.com/sanfrancisco/news/2023/01/06/layoffs-createme-clothing-manufacturing-newark-sf.html,Unknown,,United States,2023-01-09,Hardware & Manufacturing,Unspecified / Private,2023,1,1,January,2023-01,Friday,Phase 3: Rate Hikes & Tech Contraction,North America,,,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Credit Karma,SF Bay Area,117.0,2026-05-30,,Finance,https://www.thestreet.com/employment/credit-karma-lays-off-hundreds-despite-631m-revenue-jump,Acquired,868.0,United States,2026-06-03,Fintech & Financial Services,Acquired / Subsidiary,2026,2,5,May,2026-05,Saturday,Phase 4: AI Pivot & Structural Realignment,North America,4.770684624465665,6.767343125265392,Moderate (41 - 200),Unreported,,,1,1,False,8.5,12.9,5.0,5.0,31.4,Lower Risk Exposure
Credit Sesame,SF Bay Area,22.0,2020-06-03,0.14,Finance,https://www.businessinsider.com/credit-sesame-layoffs-credit-business-trouble-2020-6,Series F,120.0,United States,2020-06-04,Fintech & Financial Services,Growth Stage (Series E+),2020,2,6,June,2020-06,Wednesday,Phase 1: COVID Shock & Virtualization,North America,3.1354942159291497,4.795790545596741,Low (<= 40),Substantial (10% - 20%),,,1,1,False,7.0,8.5,5.0,5.0,25.5,Lower Risk Exposure
Creditas,"Sao Paulo, Non-U.S.",,2020-04-08,0.06,Finance,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",Series D,314.0,Brazil,2020-04-12,Fintech & Financial Services,Late Stage (Series C-D),2020,2,4,April,2020-04,Wednesday,Phase 1: COVID Shock & Virtualization,Latin America,,5.752572638825633,Unreported,Targeted (< 10%),,,1,1,False,3.0,12.2,5.0,5.0,25.2,Lower Risk Exposure
Crehana,"Lima, Non-U.S.",,2022-06-15,,Education,https://www.bloomberglinea.com/2022/06/15/crehana-confirma-que-hizo-despidos-pero-desliga-la-decision-a-crisis-de-startups/,Series B,93.0,Peru,2022-06-22,EdTech & Learning,Expansion Stage (Series B),2022,2,6,June,2022-06,Wednesday,Phase 2: Tech Overhiring & Peak Valuation,Other / International,,4.543294782270004,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Crejo.Fun,"Bengaluru, Non-U.S.",170.0,2022-06-30,1.0,Education,https://inc42.com/buzz/exclusive-matrix-backed-edtech-startup-crejo-fun-shuts-down/,Seed,3.0,India,2022-07-01,EdTech & Learning,Early Stage (Seed),2022,2,6,June,2022-06,Thursday,Phase 2: Tech Overhiring & Peak Valuation,Asia-Pacific,5.14166355650266,1.3862943611198906,Moderate (41 - 200),Existential / Drastic (> 40%),,,1,1,False,25.0,14.0,5.0,5.0,49.0,Moderate Risk Exposure
Criteo,"Paris, Non-U.S.",,2023-02-21,,Marketing,https://digiday.com/media-buying/criteo-adds-to-the-ongoing-wave-of-ad-tech-layoffs/,Post-IPO,61.0,France,2023-02-21,Marketing & Media,Public (Post-IPO),2023,1,2,February,2023-02,Tuesday,Phase 3: Rate Hikes & Tech Contraction,Europe,,4.127134385045092,Unreported,Unreported,,,1,2,True,8.5,12.2,15.0,5.0,40.7,Moderate Risk Exposure
Criteo,"Paris, Non-U.S.",140.0,2024-04-12,0.04,Marketing,https://www.businessinsider.com/criteo-layoffs-global-staff-job-reductions-2024-4,Post-IPO,61.0,France,2024-04-12,Marketing & Media,Public (Post-IPO),2024,2,4,April,2024-04,Friday,Phase 4: AI Pivot & Structural Realignment,Europe,4.948759890378168,4.127134385045092,Moderate (41 - 200),Targeted (< 10%),2023-02-21,416.0,2,2,True,2.0,13.4,15.0,7.0,37.4,Moderate Risk Exposure
Crossbeam,Philadelphia,17.0,2023-03-30,0.15,Sales,https://technical.ly/startups/crossbeam-layoffs-2023/,Series C,116.0,United States,2023-06-01,Professional Services,Late Stage (Series C-D),2023,1,3,March,2023-03,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,2.8903717578961645,4.762173934797756,Low (<= 40),Substantial (10% - 20%),,,1,1,False,7.5,7.8,5.0,5.0,25.3,Lower Risk Exposure
CrowdRiff,"Toronto, Non-U.S.",,2020-04-16,,Marketing,LinkedIn,Series A,11.0,Canada,2020-04-27,Marketing & Media,Early Venture (Series A),2020,2,4,April,2020-04,Thursday,Phase 1: COVID Shock & Virtualization,North America,,2.4849066497880004,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
CrowdStreet,Portland,24.0,2020-06-01,0.22,Real Estate,https://www.oregonlive.com/silicon-forest/2020/06/crowdstreet-portland-real-estate-funding-startup-lays-off-a-fifth-of-its-staff.html,Series C,24.0,United States,2020-06-02,Real Estate & PropTech,Late Stage (Series C-D),2020,2,6,June,2020-06,Monday,Phase 1: COVID Shock & Virtualization,North America,3.2188758248682006,3.2188758248682006,Low (<= 40),Severe (20% - 40%),,,1,1,False,11.0,8.7,5.0,5.0,29.7,Lower Risk Exposure
CrowdStrike,SF Bay Area,500.0,2025-05-07,0.05,Security,https://www.wsj.com/business/crowdstrike-to-cut-5-of-workforce-8eda42ed?st=dVSJCS&reflink=desktopwebshare_permalink,Post-IPO,1200.0,United States,2025-05-07,Enterprise & Infrastructure,Public (Post-IPO),2025,2,5,May,2025-05,Wednesday,Phase 4: AI Pivot & Structural Realignment,North America,6.2166061010848646,7.0909098220799835,High (201 - 500),Targeted (< 10%),,,1,1,False,2.5,16.9,5.0,5.0,29.4,Lower Risk Exposure
Cruise,SF Bay Area,150.0,2020-05-14,0.08,Transportation,https://www.theverge.com/2020/5/14/21259001/cruise-gm-layoff-self-driving-unit-recruiting-product-design,Acquired,5300.0,United States,2020-05-14,Travel & Transportation,Acquired / Subsidiary,2020,2,5,May,2020-05,Thursday,Phase 1: COVID Shock & Virtualization,North America,5.017279836814924,8.575650760987806,Moderate (41 - 200),Targeted (< 10%),,,1,3,True,4.0,13.6,25.0,5.0,47.6,Moderate Risk Exposure
Cruise,SF Bay Area,900.0,2023-12-14,0.24,Transportation,https://techcrunch.com/2023/12/14/cruise-slashes-24-of-self-driving-car-workforce-in-sweeping-layoffs/,Acquired,15000.0,United States,2023-12-14,Travel & Transportation,Acquired / Subsidiary,2023,4,12,December,2023-12,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,6.803505257608338,9.61587214452889,Mega-Event (> 500),Severe (20% - 40%),2020-05-14,1309.0,2,3,True,12.0,18.5,25.0,7.0,62.5,Elevated Risk Exposure
Cruise,SF Bay Area,1000.0,2025-02-04,0.5,Transportation,https://techcrunch.com/2025/02/04/cruise-to-slash-workforce-by-50-after-gm-cuts-funding-to-robotaxi-operations/,Acquired,15000.0,United States,2025-02-04,Travel & Transportation,Acquired / Subsidiary,2025,1,2,February,2025-02,Tuesday,Phase 4: AI Pivot & Structural Realignment,North America,6.90875477931522,9.61587214452889,Mega-Event (> 500),Existential / Drastic (> 40%),2023-12-14,418.0,3,3,True,25.0,18.8,25.0,7.0,75.8,Critical / Chronic Risk Exposure
Crunchbase,SF Bay Area,,2023-07-06,,Sales,https://www.linkedin.com/posts/jager_crunchbase-affected-employees-activity-7083189330520784896-EAZT/,Series D,106.0,United States,2023-07-08,Professional Services,Late Stage (Series C-D),2023,3,7,July,2023-07,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,,4.672828834461906,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Crunchyroll,"Tokyo, Non-U.S.",85.0,2023-02-21,,Media,https://www.animenewsnetwork.com/news/2023-02-21/crunchyroll-lays-off-approximately-85-employees-globally/.195161,Unknown,26.0,Japan,2023-02-22,Marketing & Media,Unspecified / Private,2023,1,2,February,2023-02,Tuesday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,4.454347296253507,3.295836866004329,Moderate (41 - 200),Unreported,,,1,2,True,8.5,12.1,15.0,5.0,40.6,Moderate Risk Exposure
Crunchyroll,"Tokyo, Non-U.S.",,2025-08-12,,Media,https://www.thewrap.com/crunchyroll-restructuring-layoffs/,Acquired,26.0,Japan,2025-08-18,Marketing & Media,Acquired / Subsidiary,2025,3,8,August,2025-08,Tuesday,Phase 4: AI Pivot & Structural Realignment,Asia-Pacific,,3.295836866004329,Unreported,Unreported,2023-02-21,903.0,2,2,True,8.5,12.2,15.0,7.0,42.7,Moderate Risk Exposure
Crypto.com,"Singapore, Non-U.S.",260.0,2022-06-10,0.05,Crypto,https://blockworks.co/crypto-com-cutting-5-of-workforce-amid-digital-asset-downturn/,Unknown,156.0,Singapore,2022-06-11,Fintech & Financial Services,Unspecified / Private,2022,2,6,June,2022-06,Friday,Phase 2: Tech Overhiring & Peak Valuation,Asia-Pacific,5.564520407322694,5.056245805348308,High (201 - 500),Targeted (< 10%),,,1,5,True,2.5,15.1,25.0,5.0,47.6,Moderate Risk Exposure
Crypto.com,"Singapore, Non-U.S.",,2022-08-16,,Crypto,https://decrypt.co/107509/second-layoff-round-at-crypto-com-worse-than-june-cuts-sources,Unknown,156.0,Singapore,2022-08-16,Fintech & Financial Services,Unspecified / Private,2022,3,8,August,2022-08,Tuesday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,,5.056245805348308,Unreported,Unreported,2022-06-10,67.0,2,5,True,8.5,12.2,25.0,25.0,70.7,Elevated Risk Exposure
Crypto.com,"Singapore, Non-U.S.",2000.0,2022-10-06,0.3,Crypto,https://www.techinasia.com/cryptocom-lays-2000-employees-dials-marketing-efforts,Unknown,156.0,Singapore,2022-10-07,Fintech & Financial Services,Unspecified / Private,2022,4,10,October,2022-10,Thursday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,7.601402334583733,5.056245805348308,Mega-Event (> 500),Severe (20% - 40%),2022-08-16,51.0,3,5,True,15.0,20.6,25.0,25.0,85.6,Critical / Chronic Risk Exposure
Crypto.com,"Singapore, Non-U.S.",,2023-01-12,0.2,Crypto,https://www.coindesk.com/business/2023/01/13/cryptocom-cuts-workforce-by-nearly-20/,Unknown,,Singapore,2023-01-13,Fintech & Financial Services,Unspecified / Private,2023,1,1,January,2023-01,Thursday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,,,Unreported,Substantial (10% - 20%),2022-10-06,98.0,4,5,True,10.0,12.2,25.0,20.0,67.2,Elevated Risk Exposure
Crypto.com,"Singapore, Non-U.S.",,2026-03-19,0.12,Crypto,https://www.cnbc.com/2026/03/19/crypto-com-layoffs-12percent-ai-job-loss.html,Unknown,,Singapore,2026-03-22,Fintech & Financial Services,Unspecified / Private,2026,1,3,March,2026-03,Thursday,Phase 4: AI Pivot & Structural Realignment,Asia-Pacific,,,Unreported,Substantial (10% - 20%),2023-01-12,1162.0,5,5,True,6.0,12.2,25.0,7.0,50.2,Moderate Risk Exposure
Cue,San Diego,170.0,2022-06-27,,Healthcare,https://www.genomeweb.com/business-news/cue-health-lay-170-people#.YrpDa-zML9t,Post-IPO,999.0,United States,2022-06-27,Healthcare & BioTech,Public (Post-IPO),2022,2,6,June,2022-06,Monday,Phase 2: Tech Overhiring & Peak Valuation,North America,5.14166355650266,6.907755278982137,Moderate (41 - 200),Unreported,,,1,2,True,8.5,14.0,15.0,5.0,42.5,Moderate Risk Exposure
Cue,San Diego,388.0,2023-01-05,,Healthcare,https://www.360dx.com/business-news/cue-health-lay-388-people-cost-reduction-plan#.Y7iqquzMK8A,Post-IPO,999.0,United States,2023-01-06,Healthcare & BioTech,Public (Post-IPO),2023,1,1,January,2023-01,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,5.963579343618446,6.907755278982137,High (201 - 500),Unreported,2022-06-27,192.0,2,2,True,8.5,16.2,15.0,12.0,51.7,Moderate Risk Exposure
Cue Health,San Diego,326.0,2023-04-28,0.3,Healthcare,https://www.sec.gov/Archives/edgar/data/1628945/000162894523000085/hlth-20230428.htm,Post-IPO,899.0,United States,2023-05-01,Healthcare & BioTech,Public (Post-IPO),2023,2,4,April,2023-04,Friday,Phase 3: Rate Hikes & Tech Contraction,North America,5.7899601708972535,6.802394763324311,High (201 - 500),Severe (20% - 40%),,,1,5,True,15.0,15.7,25.0,5.0,60.7,Elevated Risk Exposure
Cue Health,San Diego,94.0,2024-01-05,0.13,Healthcare,https://www.360dx.com/business-news/cue-health-lays-94-people-fda-declines-grant-covidflu-test-eua,Post-IPO,899.0,United States,2024-01-07,Healthcare & BioTech,Public (Post-IPO),2024,1,1,January,2024-01,Friday,Phase 4: AI Pivot & Structural Realignment,North America,4.553876891600541,6.802394763324311,Moderate (41 - 200),Substantial (10% - 20%),2023-04-28,252.0,2,5,True,6.5,12.4,25.0,12.0,55.9,Elevated Risk Exposure
Cue Health,San Diego,245.0,2024-02-02,0.3,Healthcare,https://www.sandiegouniontribune.com/business/story/2024-02-02/cue-health-lays-off-more-than-30-percent-of-its-global-workforce,Post-IPO,899.0,United States,2024-02-05,Healthcare & BioTech,Public (Post-IPO),2024,1,2,February,2024-02,Friday,Phase 4: AI Pivot & Structural Realignment,North America,5.5053315359323625,6.802394763324311,High (201 - 500),Severe (20% - 40%),2024-01-05,28.0,3,5,True,15.0,14.9,25.0,25.0,79.9,Critical / Chronic Risk Exposure
Cue Health,San Diego,230.0,2024-05-03,0.49,Healthcare,https://www.beckershospitalreview.com/digital-health/health-tech-company-lays-off-49-of-workforce.html,Post-IPO,899.0,United States,2024-05-04,Healthcare & BioTech,Public (Post-IPO),2024,2,5,May,2024-05,Friday,Phase 4: AI Pivot & Structural Realignment,North America,5.442417710521793,6.802394763324311,High (201 - 500),Existential / Drastic (> 40%),2024-02-02,91.0,4,5,True,24.5,14.8,25.0,20.0,84.3,Critical / Chronic Risk Exposure
Cue Health,San Diego,180.0,2024-05-22,1.0,Healthcare,https://www.fiercebiotech.com/medtech/home-covid-testmaker-cue-health-shut-down-operations-lay-staff-report,Post-IPO,899.0,United States,2024-05-23,Healthcare & BioTech,Public (Post-IPO),2024,2,5,May,2024-05,Wednesday,Phase 4: AI Pivot & Structural Realignment,North America,5.198497031265826,6.802394763324311,Moderate (41 - 200),Existential / Drastic (> 40%),2024-05-03,19.0,5,5,True,25.0,14.1,25.0,25.0,89.1,Critical / Chronic Risk Exposure
Cuemath,"Bengaluru, Non-U.S.",100.0,2023-05-08,,Education,https://entrackr.com/2023/05/cuemath-lays-off-around-100-employees/,Unknown,121.0,India,2023-05-08,EdTech & Learning,Unspecified / Private,2023,2,5,May,2023-05,Monday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,4.61512051684126,4.804021044733257,Moderate (41 - 200),Unreported,,,1,2,True,8.5,12.5,15.0,5.0,41.0,Moderate Risk Exposure
Cuemath,"Bengaluru, Non-U.S.",100.0,2023-08-26,,Education,https://inc42.com/buzz/edtech-startup-cuemath-fires-another-100-employees-to-cut-costs/,Unknown,121.0,India,2023-08-27,EdTech & Learning,Unspecified / Private,2023,3,8,August,2023-08,Saturday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,4.61512051684126,4.804021044733257,Moderate (41 - 200),Unreported,2023-05-08,110.0,2,2,True,8.5,12.5,15.0,20.0,56.0,Elevated Risk Exposure
Cult.fit,"Bengaluru, Non-U.S.",100.0,2024-01-24,,Fitness,https://economictimes.indiatimes.com/tech/startups/zomato-backed-fitness-startup-cult-fit-lays-off-over-100-employees/articleshow/107089694.cms?from=mdr,Series F,635.0,India,2024-04-12,Other / Diversified,Growth Stage (Series E+),2024,1,1,January,2024-01,Wednesday,Phase 4: AI Pivot & Structural Realignment,Asia-Pacific,4.61512051684126,6.455198563340122,Moderate (41 - 200),Unreported,,,1,1,False,8.5,12.5,5.0,5.0,31.0,Lower Risk Exposure
Culture Amp,"Melbourne, Non-U.S.",36.0,2020-05-28,0.08,HR,https://www.smh.com.au/business/small-business/tech-unicorn-culture-amp-lays-off-staff-as-growth-halves-20200528-p54x9d.html,Series E,157.0,Australia,2020-05-28,Other / Diversified,Growth Stage (Series E+),2020,2,5,May,2020-05,Thursday,Phase 1: COVID Shock & Virtualization,Asia-Pacific,3.6109179126442243,5.062595033026967,Low (<= 40),Targeted (< 10%),,,1,4,True,4.0,9.8,25.0,5.0,43.8,Moderate Risk Exposure
Culture Amp,"Melbourne, Non-U.S.",90.0,2023-04-18,0.09,HR,https://www.startupdaily.net/topic/business/hr-unicorn-culture-amp-is-the-latest-tech-company-to-shed-jobs-cutting-90-roles/,Series F,257.0,Australia,2023-04-19,Other / Diversified,Growth Stage (Series E+),2023,2,4,April,2023-04,Tuesday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,4.51085950651685,5.552959584921617,Moderate (41 - 200),Targeted (< 10%),2020-05-28,1055.0,2,4,True,4.5,12.2,25.0,7.0,48.7,Moderate Risk Exposure
Culture Amp,"Melbourne, Non-U.S.",60.0,2025-11-18,0.06,HR,https://www.capitalbrief.com/article/culture-amp-lays-off-6-of-its-staff-globally-as-it-focuses-on-new-ai-products-3d5073ac-879a-4e01-9a08-a513ead8834b/,Series F,257.0,Australia,2025-11-23,Other / Diversified,Growth Stage (Series E+),2025,4,11,November,2025-11,Tuesday,Phase 4: AI Pivot & Structural Realignment,Asia-Pacific,4.110873864173311,5.552959584921617,Moderate (41 - 200),Targeted (< 10%),2023-04-18,945.0,3,4,True,3.0,11.2,25.0,7.0,46.2,Moderate Risk Exposure
Culture Amp,"Melbourne, Non-U.S.",70.0,2026-06-26,0.09,HR,https://www.capitalbrief.com/article/culture-amp-cuts-70-jobs-9-of-its-workforce-in-third-round-of-layoffs-in-3-years-400d7e8e-c8d8-4c82-b4c2-3bb36bdfb5d5/,Series F,257.0,Australia,2026-06-27,Other / Diversified,Growth Stage (Series E+),2026,2,6,June,2026-06,Friday,Phase 4: AI Pivot & Structural Realignment,Asia-Pacific,4.2626798770413155,5.552959584921617,Moderate (41 - 200),Targeted (< 10%),2025-11-18,220.0,4,4,True,4.5,11.6,25.0,12.0,53.1,Moderate Risk Exposure
Culture Trip,"London, Non-U.S.",95.0,2020-05-01,0.32,Media,https://www.businessinsider.com/culture-trip-layoffs-2020-5?,Series B,102.0,United Kingdom,2020-05-01,Marketing & Media,Expansion Stage (Series B),2020,2,5,May,2020-05,Friday,Phase 1: COVID Shock & Virtualization,Europe,4.564348191467836,4.634728988229636,Moderate (41 - 200),Severe (20% - 40%),,,1,1,False,16.0,12.4,5.0,5.0,38.4,Moderate Risk Exposure
Curalie,"Berlin, Non-U.S.",,2023-12-14,1.0,Healthcare,https://www.msn.com/de-de/finanzen/top-stories/fresenius-aktie-gibt-nach-fresenius-stampft-digitaltochter-curlie-ein/ar-AA1lxOnW,Unknown,,Germany,2024-01-02,Healthcare & BioTech,Unspecified / Private,2023,4,12,December,2023-12,Thursday,Phase 3: Rate Hikes & Tech Contraction,Europe,,,Unreported,Existential / Drastic (> 40%),,,1,1,False,25.0,12.2,5.0,5.0,47.2,Moderate Risk Exposure
Curative,Los Angeles,109.0,2022-09-20,,Healthcare,https://digitalhealth.modernhealthcare.com/finance/startup-curative-health-lays-109,Seed,8.0,United States,2022-09-21,Healthcare & BioTech,Early Stage (Seed),2022,3,9,September,2022-09,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,4.700480365792417,2.1972245773362196,Moderate (41 - 200),Unreported,,,1,1,False,8.5,12.8,5.0,5.0,31.3,Lower Risk Exposure
Curbio,Washington D.C.,,2023-12-14,,Real Estate,https://www.linkedin.com/posts/rick-rudman-18019731_proptech-recruiting-talentacquisition-activity-7141099800715747329-1Ffy/,Series B,76.0,United States,2023-12-15,Real Estate & PropTech,Expansion Stage (Series B),2023,4,12,December,2023-12,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,,4.343805421853684,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Cure.fit,"Bengaluru, Non-U.S.",120.0,2024-01-23,,Fitness,https://www.moneycontrol.com/europe/?url=https://www.moneycontrol.com/news/technology/zomato-backed-cult-fit-fires-150-employees-to-lower-cash-burn-12110751.html,Series F,625.0,India,2024-01-23,Other / Diversified,Growth Stage (Series E+),2024,1,1,January,2024-01,Tuesday,Phase 4: AI Pivot & Structural Realignment,Asia-Pacific,4.795790545596741,6.439350371100098,Moderate (41 - 200),Unreported,,,1,1,False,8.5,13.0,5.0,5.0,31.5,Lower Risk Exposure
Curefit,"Bengaluru, Non-U.S.",800.0,2020-05-04,0.16,Fitness,https://www.reuters.com/article/us-curefit-jobs/fitness-group-cure-fit-lays-off-employees-mulls-all-digital-move-sources-idUSKBN22G1WI,Series D,404.0,India,2020-05-04,Other / Diversified,Late Stage (Series C-D),2020,2,5,May,2020-05,Monday,Phase 1: COVID Shock & Virtualization,Asia-Pacific,6.68586094706836,6.003887067106539,Mega-Event (> 500),Substantial (10% - 20%),,,1,2,True,8.0,18.1,15.0,5.0,46.1,Moderate Risk Exposure
